,Parcel ID,Asd Total,Latitude (generated),Longitude (generated)
125,10290003600,2640.0,38.643150314,-90.220930895
126,10290003650,3460.0,38.64314879,-90.22106218100001
127,10290005200,210.0,38.643000255,-90.22220737
128,10300000650,13110.0,38.644385709,-90.22158086600001
129,10300000850,17540.0,38.644423498,-90.221307383
130,10300003900,27100.0,38.64400142,-90.22130208
131,10300005100,2260.0,38.643990265999996,-90.222256374
133,10680001650,250.0,38.652299881,-90.21175408399999
134,10690002100,7300.0,38.654076938,-90.212258079
135,10690002300,14700.0,38.653358276999995,-90.211236862
136,10700000800,110.0,38.654879223,-90.21208504200001
137,10700001000,1880.0,38.654872884,-90.21190908
138,10700001050,2320.0,38.654818638,-90.211798456
139,10700001100,1200.0,38.65479176,-90.21167119200001
140,10700001200,670.0,38.654755007,-90.211497424
141,10710000800,170.0,38.655502741,-90.21124838200001
142,10710001900,1220.0,38.655082918000005,-90.210917972
143,10710002100,1200.0,38.655169832,-90.21118408
144,10710002700,3400.0,38.655364567,-90.21225491
145,10710003000,740.0,38.655437829,-90.212603056
146,10720000900,110.0,38.656325627,-90.212388025
147,10730000900,720.0,38.655842842,-90.21029701399999
148,10730001500,780.0,38.65594926,-90.21080253299999
149,10730001600,840.0,38.655967119,-90.21088731399999
150,10730002300,130.0,38.656125894,-90.21147475
151,10730002400,670.0,38.656014843,-90.211597991
152,10740001000,110.0,38.65593896,-90.20857895600001
153,10740001100,110.0,38.655923174,-90.208503561
154,10740001400,2150.0,38.655853325,-90.20816876299999
155,10760001000,1100.0,38.653837161,-90.20878582
156,10760001050,1100.0,38.653833077,-90.20891351
157,10760001700,1410.0,38.654006175,-90.20958444799999
158,10770000200,1290.0,38.653640841,-90.21038258799999
159,10770000600,930.0,38.653531253000004,-90.210072169
160,10770001200,1820.0,38.653394298,-90.209246541
161,10770001300,720.0,38.653386253,-90.20912470200001
162,10770002000,2830.0,38.652982947,-90.20949582600001
163,10850000300,2770.0,38.652111484,-90.208668491
164,10850000600,2620.0,38.651983977,-90.208257445
165,10860001700,1650.0,38.652640103,-90.208069353
166,10860002000,2150.0,38.652759383,-90.20844620700001
167,10870602000,1240.0,38.653498218,-90.207160101
168,10870602100,1430.0,38.653526194,-90.207310099
169,10870603300,1810.0,38.653750673000005,-90.208371848
170,10870603400,2960.0,38.653774139,-90.208482838
171,10880000700,1440.0,38.6555309,-90.206611491
172,10890001600,1120.0,38.655117781,-90.204628361
173,10890002100,1520.0,38.654654439,-90.204654387
174,10890003000,1100.0,38.654855208,-90.205626295
175,10900500400,1770.0,38.654367731,-90.205834744
176,10900501500,1960.0,38.653824422,-90.205073967
177,10900501600,1580.0,38.653877144,-90.20518117799999
178,10900602300,1120.0,38.653209437,-90.20564695700001
179,10910000100,1220.0,38.652806741,-90.206550114
180,10910000400,1600.0,38.652699408000004,-90.206124135
181,10910001100,2280.0,38.652538134000004,-90.205205375
182,10960003410,38100.0,38.649440595,-90.205667132
183,10970002300,1270.0,38.653882752,-90.20390854200001
184,10970004200,2030.0,38.652003969,-90.204811943
185,10980000400,2070.0,38.652386064,-90.202887935
186,10980001000,38200.0,38.653088939,-90.202644744
187,10980001300,870.0,38.65365102,-90.202616281
188,10980001400,1140.0,38.65371581,-90.202592815
189,10980001700,2150.0,38.654004590999996,-90.202457811
190,10980002100,2200.0,38.654333416,-90.202373029
191,10980002700,1330.0,38.653693196999996,-90.20227057299999
192,10990002400,4470.0,38.651083624,-90.203513343
193,11000001500,1370.0,38.647922027,-90.202620669
194,11020001600,1010.0,38.649435963,-90.201593845
195,11020001800,1060.0,38.649241777,-90.201752681
196,11030000400,1410.0,38.650691472,-90.20197179600001
197,11030000510,1270.0,38.650673248000004,-90.20188738
198,11030000600,1390.0,38.650654902,-90.201802416
199,11040001600,2320.0,38.651267083,-90.20135406799999
200,11050000500,100.0,38.651381547,-90.200546054
201,11050000600,4600.0,38.651015482,-90.200425251
202,11060000400,1000.0,38.650399034,-90.200542641
204,11070001000,1480.0,38.649334543,-90.20023252700001
205,11080000100,1730.0,38.648591867,-90.201494375
206,11080000200,1120.0,38.648563891,-90.201368025
207,11080000300,1080.0,38.64854524,-90.20128373200001
208,11080000600,1580.0,38.648377810999996,-90.200479558
209,11120000100,18000.0,38.648203615999996,-90.198362277
210,11120001400,2030.0,38.647909044,-90.197896863
211,11130001900,1960.0,38.648125173000004,-90.197195329
212,11140000100,6400.0,38.649253235,-90.197766552
213,11140001200,1200.0,38.648961224000004,-90.197241529
214,11140001400,2030.0,38.648994076,-90.197341365
215,11140001500,1730.0,38.648954945999996,-90.197424196
216,11140001800,1080.0,38.64899304,-90.197672141
217,11150000100,35300.0,38.648984507,-90.198511239
218,11150000400,1290.0,38.649183935,-90.19812640100001
219,11160001000,1330.0,38.649482468,-90.198372944
220,11160001100,11000.0,38.649457479,-90.198454434
221,11170000200,910.0,38.650105681999996,-90.197844446
222,11180000100,150.0,38.650599194,-90.198313883
223,11180000200,1980.0,38.65066057,-90.19834466299999
224,11190001100,950.0,38.65038916,-90.198961111
225,11190001500,1310.0,38.650153588,-90.19884299
226,11220001200,1600.0,38.652067478,-90.196924833
227,11220001600,15300.0,38.651699036,-90.19711572799999
228,11240000900,2200.0,38.650268174000004,-90.196007048
229,11280001100,2390.0,38.653306165,-90.195839131
230,11280001400,1670.0,38.652890059,-90.19596097
231,11280001700,10580.0,38.652844164,-90.196289673
232,11290001100,1920.0,38.65320255,-90.196902952
233,11310300100,480.0,38.653880801,-90.19857779600001
234,11310300200,1010.0,38.653862029,-90.198490638
235,11310401000,2490.0,38.653584706,-90.199460047
236,11320300900,1540.0,38.652491325,-90.19861052700001
237,11320301000,2220.0,38.652526736999995,-90.19877606700001
238,11350302100,740.0,38.652943817,-90.200781687
239,11380000200,1770.0,38.655811879,-90.202275144
240,11380000600,1840.0,38.655540225,-90.201890489
241,11390000100,2910.0,38.655543943000005,-90.20136241799999
242,11390000400,1840.0,38.655448860999996,-90.200919982
243,11400000300,1010.0,38.655276799,-90.200095268
244,11400000400,1030.0,38.655259063,-90.200010669
245,11400000600,510.0,38.655205793,-90.199756996
246,11410000700,1580.0,38.655038911999995,-90.19896233
247,11410000800,320.0,38.655015506999995,-90.198850669
248,11410001000,1980.0,38.654959006,-90.19858175799999
249,11420000100,18400.0,38.654804254,-90.197854625
250,11420000300,2030.0,38.654319885,-90.19780891200001
251,11440000200,1600.0,38.653845511,-90.19553474700001
252,11440000600,1270.0,38.653965826,-90.196096035
253,11440000700,3760.0,38.653993254,-90.196222811
254,11490000900,17710.0,38.655587888,-90.194417107
255,11550000500,1120.0,38.655959195,-90.198966596
256,11550000700,2090.0,38.65613723,-90.198934902
257,11550001400,360.0,38.655639878,-90.19850935
258,11550001510,1560.0,38.65543405,-90.19837593
259,11550002000,740.0,38.65553346,-90.199016088
260,11570000200,780.0,38.655989548,-90.20106888299999
261,11570000900,210.0,38.656545778,-90.20087494
262,11580000100,1840.0,38.656314046,-90.202089185
263,11580000200,2170.0,38.656422659,-90.20205133600001
264,11580000400,930.0,38.656786165,-90.201596405
265,11580001000,1240.0,38.656442407,-90.20158665299999
266,11580001200,3740.0,38.65628351,-90.201642056
267,11580001300,1200.0,38.656204031,-90.201669728
268,11580001400,1290.0,38.656124553000005,-90.20169746
269,11590000300,1820.0,38.656992236,-90.203072735
270,11590001100,2030.0,38.656363172,-90.20290091700001
271,11590001500,1630.0,38.656874480999996,-90.20351127
272,11590001800,2030.0,38.657215618,-90.20368138200001
273,11600000900,1810.0,38.657401698,-90.202789074
274,11600001100,1310.0,38.657399809,-90.202963086
275,11600001200,950.0,38.657443326999996,-90.20311820399999
276,11630001900,800.0,38.659673243,-90.20495353
278,11650000650,3420.0,38.661383134,-90.203691195
279,11660000300,1030.0,38.660452915,-90.203813765
280,11660000400,110.0,38.660515937,-90.203848385
281,11670000400,1390.0,38.659733888000005,-90.20325826700001
282,11670001100,400.0,38.659489418,-90.202473719
283,11680000900,2240.0,38.658994381999996,-90.202286785
284,11680001700,1060.0,38.658425719,-90.20228849200001
285,11680001850,2600.0,38.658377325,-90.202438246
286,11710001700,700.0,38.656697178,-90.19987462899999
287,11720500200,1160.0,38.658258289,-90.20133517299999
288,11720500600,1810.0,38.658398474,-90.200885606
289,11720501400,1410.0,38.65814608,-90.20080503
290,11720501500,970.0,38.658117434,-90.200897796
291,11720501700,1010.0,38.658060324000004,-90.20108277899999
292,11720600500,700.0,38.657737167,-90.200850499
293,11720600600,970.0,38.657765874,-90.20075633100001
294,11720601200,670.0,38.657679691,-90.2001397
295,11720601900,870.0,38.657461978,-90.20084964600001
296,11730600200,820.0,38.658899544,-90.20149266799999
297,11730600300,1250.0,38.658930385,-90.201395514
298,11730600700,650.0,38.659045519,-90.201033349
299,11730601700,870.0,38.658692863,-90.201357664
300,11730601800,1620.0,38.658653977,-90.20148206299999
301,11740001100,5230.0,38.659818853000004,-90.201280379
303,11790000100,3570.0,38.660427010999996,-90.201170121
304,11800000200,1080.0,38.659556707,-90.200743898
305,11800000420,1050.0,38.659493989,-90.20043140700001
306,11800000500,1100.0,38.659550185,-90.200265745
307,11800000600,1350.0,38.659587669000004,-90.200154938
308,11800001100,3700.0,38.659561460999996,-90.19970902799999
309,11810502200,3190.0,38.658396036,-90.199992689
310,11810600600,930.0,38.658162903000004,-90.19948064799999
311,11810600700,1160.0,38.658187344,-90.199402632
312,11810601100,1540.0,38.658297785,-90.199049305
313,11810601400,670.0,38.658004677,-90.199103795
314,11810601500,1370.0,38.657978346,-90.199188149
315,11830400251,510.0,38.657374088000005,-90.19802747899999
316,11840301900,1670.0,38.6586619,-90.197773744
317,11840400400,1620.0,38.658404935,-90.19866989200001
318,11840400800,700.0,38.658724374,-90.198825802
319,11850001200,1820.0,38.659544882,-90.198786611
320,11850001850,2700.0,38.659672938,-90.199281342
321,11860001800,1540.0,38.660548789,-90.19926049700001
322,11870000500,2240.0,38.661970021,-90.19997806100001
323,11870000800,650.0,38.662218819,-90.19959944
324,11880000100,890.0,38.662344985,-90.200762792
325,11880000300,1790.0,38.662748108,-90.20085842299999
326,11880000400,1770.0,38.662854161,-90.20091620299999
327,11880000700,1100.0,38.663013911,-90.20100311799999
328,11880001550,1840.0,38.662627854,-90.200064732
329,11910000500,6440.0,38.661411719,-90.198530865
330,11920000910,1860.0,38.660347715,-90.198018946
331,11920002050,2360.0,38.66016261,-90.197331491
332,11930000200,1790.0,38.658678539,-90.19710859700001
333,11930000300,1920.0,38.658774658,-90.197155651
334,11930000500,2010.0,38.658930689,-90.19723196
335,11930002000,1030.0,38.659009559,-90.19727054100001
336,11950001000,4400.0,38.6582166,-90.195151494
337,12260000500,1620.0,38.665973825,-90.19827560600001
338,12350001100,1330.0,38.669709327,-90.199390991
339,12380000400,1810.0,38.663121549,-90.20385271200001
340,12380001400,510.0,38.663910546,-90.204093891
341,12380001500,2810.0,38.663950408000005,-90.20397382
342,12380001800,1630.0,38.663741836999996,-90.203554179
343,12380001900,1690.0,38.663646877,-90.20350170100001
344,12380002000,1050.0,38.663572701,-90.20346068200001
345,12380002100,2010.0,38.663496635,-90.203418626
346,12380002900,2340.0,38.662825088000005,-90.203038603
347,12380003400,1240.0,38.662657049,-90.20355533700001
348,12380003500,1100.0,38.662605303,-90.203714051
349,12390001500,1050.0,38.663560693,-90.205179898
350,12390001800,1900.0,38.663564228,-90.204844673
351,12390001900,380.0,38.663408928,-90.204788355
352,12390002800,1730.0,38.66276749,-90.20443789299999
353,12400000550,290.0,38.661760231,-90.207149435
354,12400000650,290.0,38.661869758,-90.20720337600001
355,12400000750,290.0,38.661979285,-90.20725731700001
356,12400001700,840.0,38.662266299,-90.20681098
357,12430000800,840.0,38.661584634,-90.208333754
358,12430002550,1960.0,38.66134181,-90.207677384
359,12430002650,780.0,38.661284151,-90.207648981
360,12450000300,1390.0,38.659819096,-90.208715606
361,12450001300,900.0,38.660586639,-90.208365875
362,12470001900,1430.0,38.659483079,-90.21049241899999
363,12480000700,1030.0,38.659199113,-90.211731593
364,12480000800,1030.0,38.659235560999996,-90.211805952
365,12480001500,1440.0,38.659655933,-90.21181351
366,12490000500,1310.0,38.6590674,-90.21292792
367,12490001200,2320.0,38.658704138000004,-90.212183842
368,12490001300,1390.0,38.658691278,-90.21208443299999
369,12580000250,19230.0,38.620666051,-90.224973402
370,12580000400,10240.0,38.620612476,-90.22471448700001
371,12600000500,2550.0,38.622260198,-90.224075426
372,12640000300,12670.0,38.621919061,-90.226693898
373,12640000400,8210.0,38.621902178,-90.226612103
374,12740003600,7280.0,38.622099473,-90.22947096200001
375,12750001600,4280.0,38.621544889,-90.229263001
376,12750001700,4330.0,38.621531785,-90.229199491
377,12750003200,3020.0,38.621301881,-90.230011832
378,12770000700,13000.0,38.621200095,-90.236428645
379,12820003400,6080.0,38.619409567,-90.23381754799999
380,12870002300,20620.0,38.616570700000004,-90.23309480399999
381,12870002400,1670.0,38.616581732,-90.233181109
382,13070001800,21570.0,38.613295675,-90.22940623299999
383,13120002700,2340.0,38.614784805,-90.22717991299999
384,13150000300,3690.0,38.612331873,-90.225761729
385,13160000500,6140.0,38.614490965,-90.22546173299999
386,13180001750,4260.0,38.613027739,-90.22400009200001
387,13190000700,6000.0,38.611999391,-90.22304592
388,13220000200,20940.0,38.612945944,-90.22338327799999
389,13220001300,16230.0,38.612829286,-90.22243063
390,13220002100,8700.0,38.612448776,-90.222598974
391,13220002200,5950.0,38.612459381,-90.222685401
392,13220002300,7180.0,38.612469986,-90.22277182799999
393,13220002400,2910.0,38.61248053,-90.222858316
394,13380001800,8210.0,38.60855328,-90.21542101700001
395,13510001700,2280.0,38.610098971,-90.22244812299999
396,13520003200,12640.0,38.610729377,-90.2239403
397,13780000100,2950.0,38.608763374,-90.227758938
398,13790001200,10980.0,38.609506903,-90.225337335
399,13800000200,2850.0,38.608759899999995,-90.226651904
400,13810003300,11840.0,38.608100178,-90.224397974
401,13820000100,4620.0,38.609375555999996,-90.224307889
402,13830000200,4260.0,38.607801035,-90.22203043299999
403,13830004000,15710.0,38.608249871,-90.221470607
404,14000101200,5420.0,38.607063358000005,-90.218954958
405,14030000600,21870.0,38.605280997,-90.220447623
406,14040000300,170.0,38.667409866999996,-90.20941793200001
407,14040000600,2030.0,38.667219338,-90.2091887
408,14040000700,2070.0,38.66714699,-90.20916224700001
409,14040000800,1410.0,38.667053858,-90.209006764
410,14040000907,3830.0,38.667017654,-90.20915475
411,14190003400,6000.0,38.601551285999996,-90.22167460700001
412,14210002000,2830.0,38.602756876,-90.22438682
413,14210003400,1790.0,38.602474312,-90.22395529399999
414,14210003600,3760.0,38.602283173000004,-90.223995155
415,14220004000,8380.0,38.602076248,-90.22517386700001
416,14230000600,13050.0,38.602511492,-90.22672412899999
417,14230002200,1750.0,38.602730302,-90.22619349899999
418,14230002900,8280.0,38.60196733,-90.226350506
419,14250501600,14570.0,38.603642296,-90.22836977899999
420,14260001300,2470.0,38.604157446,-90.229990499
421,14290000400,2380.0,38.600949891999996,-90.232969064
422,14290000500,34600.0,38.601088005,-90.232924022
423,14310000200,2430.0,38.607238406,-90.232774694
424,14420001300,9500.0,38.607755262,-90.239853668
425,14540000400,7350.0,38.602191687,-90.23381053899999
426,14540000700,10240.0,38.602395015999996,-90.23376872700001
427,14540002500,13700.0,38.603009330999996,-90.233128509
428,14690000600,3860.0,38.600554936,-90.234149055
429,14690000610,4030.0,38.600667877,-90.234125833
430,14690000800,4030.0,38.600780817,-90.234102611
431,14700001000,2580.0,38.599909598,-90.232588736
432,14710001400,2570.0,38.600227147,-90.231357851
433,14710001900,3910.0,38.599840725,-90.23143641600001
434,14720001900,2550.0,38.599611553,-90.230316521
435,14730000200,2890.0,38.599520798,-90.229679472
436,14740001300,3720.0,38.598901606999995,-90.22929439
437,14740002100,1460.0,38.59819922,-90.229440792
438,14750001000,2960.0,38.59888186,-90.230982704
439,14750002900,1770.0,38.598241214,-90.230641994
440,14750003100,2490.0,38.598134613,-90.230624318
441,14750004000,3460.0,38.597960723,-90.231334264
442,14760001700,2830.0,38.599440039,-90.23152071
443,14780600900,2450.0,38.598565346,-90.23408219299999
444,14830000700,3710.0,38.600280661,-90.239356012
445,14890002400,4670.0,38.597496101,-90.24228240299999
446,14970000300,5130.0,38.59560397,-90.238698971
447,14970001500,1920.0,38.596198354,-90.237985064
448,14970002100,3910.0,38.595708316,-90.238164379
449,14970003361,5090.0,38.595204748,-90.238948013
450,14990001300,10260.0,38.596832843,-90.2372842
451,15020001500,4280.0,38.596252416999995,-90.23622105
452,15020001800,3190.0,38.596194514000004,-90.235725344
453,15020003307,29430.0,38.59488281,-90.235817805
454,15030000800,2280.0,38.595524857,-90.235201844
455,15030001400,2170.0,38.595794317,-90.235144429
456,15030001800,2150.0,38.596078221999996,-90.235123828
457,15030001900,3100.0,38.59619299,-90.235242376
458,15030002200,2320.0,38.596165502,-90.234900142
459,15030003100,2770.0,38.595610431,-90.234738381
460,15040000150,2450.0,38.596514502,-90.234999064
461,15040000500,2300.0,38.596785546,-90.23494280700001
462,15040002300,1940.0,38.597794634,-90.23417514200001
463,15040002600,20480.0,38.597422839000004,-90.234314291
464,15040002700,3990.0,38.597300878,-90.234339585
465,15050000900,6990.0,38.597454716,-90.233642073
466,15050001100,3670.0,38.597758003,-90.23353224200001
467,15050001500,5910.0,38.597694737,-90.233024345
468,15050002100,3720.0,38.597074083,-90.233198297
469,15050003000,3230.0,38.596371452,-90.23350560600001
470,15060001800,1810.0,38.595046704,-90.23362634799999
471,15060002307,13690.0,38.594576231,-90.23387606
472,15060002600,1790.0,38.594642728000004,-90.234137901
473,15070001800,4410.0,38.594995323,-90.232450197
474,15080000500,2870.0,38.596522547,-90.23265011299999
475,15080002200,4670.0,38.597422778,-90.231859226
476,15090000300,3020.0,38.596497923,-90.231462746
477,15090001200,1520.0,38.597418450999996,-90.231455493
478,15090003100,3520.0,38.596361517,-90.230953143
479,15090003907,23890.0,38.596132161999996,-90.231691796
480,15100001000,2240.0,38.595214987,-90.231745066
481,15110000900,3550.0,38.59490719,-90.23063596
482,15110001100,2770.0,38.595039512,-90.23060847100001
483,15110002107,20050.0,38.595560634,-90.230021889
485,15120000700,2600.0,38.596617568,-90.23028184
486,15120000900,3120.0,38.59675306,-90.23025368100001
487,15130003400,2550.0,38.595787795,-90.22871420700001
488,15140000860,3020.0,38.595463358,-90.229464075
489,15140001000,1730.0,38.595356208000005,-90.22934296700001
490,15140001200,2580.0,38.595329329,-90.229156765
491,15140001400,4390.0,38.595306778,-90.22897946100001
492,15140002200,2000.0,38.594682467,-90.22899750200001
493,15150000500,2890.0,38.594530702,-90.22837502
494,15150001500,4090.0,38.595194203,-90.22811208200001
495,15150001900,4160.0,38.59515294,-90.22776997
496,15150002200,2470.0,38.59489055,-90.227785756
497,15160002500,1410.0,38.596266679,-90.227546405
498,15170002500,3860.0,38.596465376,-90.226297479
499,15170002600,5170.0,38.596377241999996,-90.22631588600001
500,15170002700,4410.0,38.596309466,-90.22632996600001
501,15170003800,4640.0,38.595526076,-90.22649312899999
502,15180001500,2000.0,38.595087905999996,-90.22709781399999
503,15190000500,3210.0,38.594255269,-90.226154917
504,15190002807,22600.0,38.593506925,-90.225839867
505,15210000400,7600.0,38.595587209,-90.22456071
506,15210001000,4370.0,38.59631873,-90.224406628
508,15230000507,5400.0,38.594710321,-90.22314033200001
509,15270000700,7180.0,38.594111671,-90.222618356
510,15270000750,7180.0,38.594206448,-90.222598304
511,15280002600,5550.0,38.593887131,-90.22099647700001
512,15300001800,3720.0,38.59580157,-90.221296656
513,15320001100,4810.0,38.594118619,-90.220301404
514,15330000200,6230.0,38.593145492,-90.21933217700001
515,15530000500,6370.0,38.590027108,-90.222291786
516,15530001200,5910.0,38.590566089,-90.222182259
517,15530002400,3290.0,38.590433279,-90.221714041
518,15530003207,12870.0,38.589448449,-90.221750124
519,15540001100,2200.0,38.591832812,-90.221930414
520,15540001400,9440.0,38.592056498000005,-90.22188470100001
521,15540004200,2150.0,38.591158461999996,-90.22155904600001
522,15550002300,2760.0,38.592530567,-90.222278621
523,15550003500,2930.0,38.591578651,-90.222642492
524,15560003100,19400.0,38.589567545,-90.223085842
525,15570002400,2930.0,38.590296507,-90.22410913200001
526,15570002510,2380.0,38.590190942,-90.22408609200001
527,15580000500,5090.0,38.591947581,-90.224200861
528,15600000400,10070.0,38.591794962,-90.225338127
529,15600002700,2510.0,38.592425246,-90.22471930200001
530,15620000707,6360.0,38.591176625,-90.225434245
531,15650000320,2070.0,38.592143474000004,-90.227714079
532,15650002800,3530.0,38.592307186,-90.22719179799999
533,15670001100,4100.0,38.591627106,-90.228927654
534,15680000300,4290.0,38.592221063000004,-90.228856159
535,15690002007,22750.0,38.593512167,-90.229355462
536,15690002800,2280.0,38.592848178000004,-90.229380817
537,15700000800,3270.0,38.591404943,-90.23024338100001
538,15700002000,2220.0,38.591242268,-90.22977095799999
539,15700002100,3190.0,38.591140664,-90.22979241200001
540,15700002600,4580.0,38.590727361999996,-90.22987951
541,15710000200,2000.0,38.591070206,-90.23144824
542,15710000900,4280.0,38.59193149,-90.231146781
543,15720000500,9010.0,38.59256025,-90.23112849600001
544,15720001700,2530.0,38.593503329,-90.230926752
545,15720001800,2110.0,38.593594084,-90.23089323
546,15720002600,2150.0,38.593387158,-90.230444638
547,15720003000,2980.0,38.593113005,-90.230502845
548,15720003100,10770.0,38.59297794,-90.23053149100001
549,15730000680,6800.0,38.593381611999995,-90.232119482
550,15730000900,2010.0,38.593586099,-90.23207657299999
551,15730001050,9440.0,38.593755235,-90.23209187200001
552,15730001100,14200.0,38.593929613,-90.232189209
